Brooks, Kentucky	Census-designated places in Kentucky, Bullitt County, Kentucky
Thomas Sattelberger	1949 births, Living people, German politicians
Susan McDonald	1970 births, Living people, Australian businesspeople, Members of the Australian Senate, National Party of Australia politicians, Politicians from Brisbane
Roy Hudd	1936 births, 2020 deaths, English movie actors, English television actors, English stage actors, English radio actors, English historians, English radio personalities, English comedians, Actors from Surrey, Writers from Surrey
Mick Morris (footballer, born 1943)	Sportspeople from Essex, English footballers, 1943 births, 2020 deaths
Little Big	2010s establishments in Russia, 2013 establishments in Europe, Electronic music bands, Hip hop bands, Musical groups established in 2013, Pop music groups, Punk bands, Russian musical groups
Menachem Friedman	Israeli scientists, Sociologists, 1936 births, 2020 deaths
Kate Osborne	Living people, Year of birth missing (living people), Labour MPs (UK), UK MPs 2019–, Lesbians, British LGBT people, LGBT politicians
Roscoe Born	1950 births, 2020 deaths, Suicides in the United States, American movie actors, American television actors, American stage actors, American songwriters, Actors from Kansas, Writers from Kansas, People from Topeka, Kansas
Maurizio Sarri	1959 births, Living people, Italian football managers, Italian footballers, People from Naples
Alberto Romulo	1933 births, Living people, Majority leaders of the Senate of the Philippines
Wigberto Tañada	1934 births, Living people, Minority leaders of the Senate of the Philippines
Minority Floor Leader of the Senate of the Philippines	Minority leaders of the Senate of the Philippines
Franklin Drilon	1945 births, Living people, Presidents of the Senate of the Philippines, Presidents pro tempore of the Senate of the Philippines, Minority leaders of the Senate of the Philippines, Majority leaders of the Senate of the Philippines
President pro tempore of the Senate of the Philippines	Presidents pro tempore of the Senate of the Philippines
John Henry Osmeña	1936 births, 2021 deaths, Presidents pro tempore of the Senate of the Philippines, Mayors
Ralph Recto	1964 births, Living people, Presidents pro tempore of the Senate of the Philippines, Minority leaders of the Senate of the Philippines
Majority Floor Leader of the Senate of the Philippines	Majority leaders of the Senate of the Philippines
Francisco Tatad	1939 births, Living people, Majority leaders of the Senate of the Philippines
Juan Miguel Zubiri	1968 births, Living people, Majority leaders of the Senate of the Philippines, Filipino businesspeople
The Good Liar	2019 movies, American crime thriller movies, Warner Bros. movies
Cats (2019 movie)	2019 movies, 2010s musical movies, 2010s fantasy movies, American musical movies, American fantasy movies, British musical movies, British fantasy movies, Canadian movies, Australian movies, Movies about cats, Uncanny valley, Movies directed by Tom Hooper
Tom Hooper	Academy Award winning directors, Emmy Award winning directors, 1972 births, Living people, British television directors, Australian movie directors, Australian screenwriters, Movie directors from London, Screenwriters from London
Francesca Hayward	1992 births, English dancers, Living people, English movie actors, People from Nairobi
Bernard Nathanson	1926 births, 2011 deaths, Cancer deaths in New York City, American physicians, American political activists, Scientists from New York City, Writers from New York City
Prime Minister of the Philippines	Prime Ministers of the Philippines
Pedro Paterno	1857 births, 1911 deaths, Autobiographers, Journalists, People from Manila, Prime Ministers of the Philippines
Salvador Laurel	1928 births, 2004 deaths, Cancer deaths in California, Filipino lawyers, Deaths from lymphoma, Prime Ministers of the Philippines, Vice Presidents of the Philippines
Noli de Castro	1949 births, Living people, Vice Presidents of the Philippines
List of presidents of the Philippines	Presidents of the Philippines
Sergio Osmeña	1878 births, 1961 deaths, Presidents of the Philippines, Vice Presidents of the Philippines, Presidents pro tempore of the Senate of the Philippines, Speakers of the House of Representatives of the Philippines
Jose P. Laurel	1891 births, 1959 deaths, Deaths from myocardial infarction, Presidents of the Philippines, Majority leaders of the Senate of the Philippines
Benigno Aquino Sr.	1894 births, 1947 deaths, Speakers of the House of Representatives of the Philippines
Elpidio Quirino	1890 births, 1956 deaths, Presidents of the Philippines, Vice Presidents of the Philippines, Presidents pro tempore of the Senate of the Philippines, Anti-communists
Ramon Magsaysay	1907 births, 1957 deaths, Presidents of the Philippines, Aviation deaths
Carlos P. Garcia	1896 births, 1971 deaths, Presidents of the Philippines, Vice Presidents of the Philippines
List of vice presidents of the Philippines	Vice Presidents of the Philippines
Fernando Lopez	1904 births, 1993 deaths, Vice Presidents of the Philippines, Presidents pro tempore of the Senate of the Philippines, Mayors
Emmanuel Pelaez	1915 births, 2003 deaths, Deaths from cardiac arrest, Vice Presidents of the Philippines
École supérieure des sciences commerciales d'Angers	1909 establishments in France, 1909 establishments in the United States, Education in France, Pays de la Loire
Saranac Lake, New York	Villages in New York
Malone (village), New York	Villages in New York, County seats in New York
Malone, New York	Towns in New York
Ticonderoga (CDP), New York	Hamlets in New York, Census-designated places in New York (state)
Ticonderoga, New York	Towns in New York
Plattsburgh (town), New York	Towns in New York
Elizabethtown (CDP), New York	Hamlets in New York, County seats in New York, Census-designated places in New York (state)
Elizabethtown, New York	Towns in New York
Mads Mensah Larsen	1991 births, Living people, Danish sportspeople, Olympic gold medalists
Bernard Tomic	1992 births, Living people, Australian Olympians, Australian tennis players, Competitors at the 2012 Summer Olympics, Sportspeople from Queensland, Sportspeople from Stuttgart
Isabel Díaz Ayuso	1978 births, Living people, Spanish politicians, People from Madrid
War Emblem	1999 births, 2020 deaths, Thoroughbred racehorses
Preakness Stakes	Horse racing, Baltimore, Maryland
Nick Kyrgios	1995 births, Living people, Australian tennis players, People from Canberra
Belmont Stakes	1860s establishments in New York (state), 1867 establishments in the United States, Horse racing
Elmont, New York	Unincorporated communities in the United States, Census-designated places in New York (state)
Mineville, New York	Census-designated places in New York (state), Hamlets in New York
Triple Crown of Thoroughbred Racing	Horse racing, Sports in the United States
Justify (horse)	2015 births, Thoroughbred racehorses
Jay, New York	Towns in New York
Williston, Vermont	Towns in Vermont
Mary of Cleves	Princes and princesses
Pinneberg (district)	Districts of Schleswig-Holstein
Ostholstein	Districts of Schleswig-Holstein
Rendsburg-Eckernförde	Districts of Schleswig-Holstein
Steinburg (district)	Steinburg (district)
Stormarn (district)	Districts of Schleswig-Holstein
Pfaffenhofen (district)	Districts of Bavaria, Rural Districts in Upper Bavaria
Wunsiedel (district)	Districts of Bavaria, Rural Districts in Upper Franconia
Mike Mitchell (director)	1970 births, 1970s births, American animators, American movie directors, American screenwriters, American voice actors, Living people, People from Oklahoma City, Oklahoma
Janez Janša	1958 births, Living people, Prime Ministers of Slovenia, Current national leaders
Marjan Šarec	1977 births, Prime Ministers of Slovenia, Mayors, Comedians, Journalists, Slovenian writers, Slovenian actors, Stage actors, Television actors, Living people
Odenwaldkreis	Districts of Hesse
Oldenburg (district)	Districts of Lower Saxony
Gasquet, California	Census-designated places in California, Del Norte County, California
Ortenaukreis	Districts of Baden-Württemberg
Ostalbkreis	Districts of Baden-Württemberg
Placerville, California	Cities in California, County seats in California, El Dorado County, California, California Historical Landmarks
Osterholz	Districts of Lower Saxony
Osterode (district)	Districts of Lower Saxony
Passau (district)	Districts of Bavaria
Peine (district)	Districts of Lower Saxony
Bonadelle Ranchos-Madera Ranchos, California	Census-designated places in California, Settlements in Madera County, California
Daulton, California	Unincorporated communities in California, Settlements in Madera County, California
Old Corral, California	Unincorporated communities in California, Settlements in Madera County, California
Ahwahnee, California	Census-designated places in California, Settlements in Madera County, California
Cherokee, California	Census-designated places in California, Settlements in Butte County, California
Bangor, California	Census-designated places in California, Settlements in Butte County, California
Clipper Mills, California	Census-designated places in California, Settlements in Butte County, California
Cohasset, California	Census-designated places in California, Settlements in Butte County, California
Howardwick, Texas	Cities in Texas
Hedley, Texas	Cities in Texas
The Cat in the Hat Knows a Lot About That	PBS Kids shows, 2010 television series debuts, 2018 television series endings, English-language television programs
Owen County, Indiana	1819 establishments in Indiana, Indiana counties
Kirkwood, California	Census-designated places in California, Settlements in Alpine County, California, Settlements in Amador County, California
Megingjörð	Norse mythology
Carl Benjamin	British journalists
Pirmasens	Towns in Rhineland-Palatinate
Ravensburg (district)	Districts of Baden-Württemberg
Regen (district)	Districts of Bavaria
Regensburg (district)	Districts of Bavaria
Reutlingen (district)	Districts of Baden-Württemberg
Rheingau-Taunus	Districts of Hesse
Rhein-Neckar	Districts of Baden-Württemberg
Rhön-Grabfeld	Districts of Bavaria
Salar Afrasiabi	1991 births, Living people, Iranian footballers, Association football midfielders, Siah Jamegan players
Behrouz Afshar	1985 births, Living people, Iranian footballers, Association football defenders, Siah Jamegan players
Rostock (district)	Districts of Mecklenburg-Vorpommern
Nader Afshar Alavinejad	Iranian footballers, Esteghlal F.C. players, Living people, Asian Games medalists in football, Association football defenders, Year of birth missing (living people)
Rotenburg (district)	Districts of Lower Saxony
Roth (district)	Districts of Bavaria
Rottal-Inn	Rottal-Inn
Rottweil (district)	Districts of Baden-Württemberg
Schaumburg	Districts of Lower Saxony
Kristofer Hivju	1978 births, Living people, Actors from Oslo, Norwegian movie actors, Norwegian television actors, Norwegian voice actors
Seth Doane	Year of birth missing (living people), Living people, CNN people, American journalists, American LGBT people, LGBT journalists
Serge Telle	1955 births, Living people, French diplomats, Ministers of State of Monaco, Legion of Honour, People from Nantes
Christian Estrosi	1955 births, Living people, French mayors, Motorcycle racers, People from Nice, Sportspeople from Provence-Alpes-Cote d'Azur
Fernanda Paes Leme	1983 births, Living people, Brazilian movie actors, Brazilian television actors, People from São Paulo
Merwan Rim	1977 births, Living people, Actors from Paris, French singers, French stage actors, Singer-songwriters
Danna García	1978 births, Living people, Colombian entertainers, Colombian television actors
Elsebeth Gerner Nielsen	1960 births, Living people, Danish politicians
Andrew Bragg	1984 births, Living people, Members of the Australian Senate, Liberal Party of Australia politicians, Politicians from Melbourne, Politicians from New South Wales
Thai script	Writing systems, Alphabets, Thai language
Shane Warne	1969 births, Living people, Australian cricketers, Sportspeople from Melbourne
David Lat	1975 births, Living people, American lawyers, Gay men, LGBT lawyers, LGBT people from New Jersey, Writers from New Jersey, American bloggers
William Leonard Pickard	1945 births, Living people, American people convicted of drug offenses, Criminals from California, Harvard University alumni, Writers from California, Writers from Georgia (U.S. state)
Mr. Ratburn and the Special Someone	LGBT television programs, Arthur (TV series), 2019 television episodes, Television episodes about marriage
Stevie Young	1956 births, Living people, AC/DC, British rock guitarists, Musicians from Glasgow, Scottish rock musicians
Bergenfield, New Jersey	Boroughs in New Jersey
Kenneth Frampton	1930 births, Living people, British architects, British educators, British historians, People from Woking
Kate Harcourt	1927 births, Living people, New Zealand movie actors, New Zealand television actors, New Zealand stage actors
Thomasin McKenzie	2000 births, Living people, New Zealand movie actors, New Zealand television actors, People from Wellington
Jojo Rabbit	2019 comedy-drama movies, American comedy-drama movies, Czech movies, New Zealand movies, Movies directed by Taika Waititi
Jorge Jesus	1954 births, Living people, Portuguese footballers, Portuguese football managers
Barneveld, New York	Census-designated places in New York (state), Hamlets in New York
Trenton, New York	Towns in New York
2020 stock market crash	February 2020 events, March 2020 events, April 2020 events, May 2020 events, COVID-19 pandemic
2020 Russia–Saudi Arabia oil price war	March 2020 events, April 2020 events, May 2020 events, 2020 in Europe, 2020 in Asia, 21st century in Russia, History of Saudi Arabia
Tugrul	Asian people
2019–2021 Persian Gulf crisis	2019 in Asia, 2020 in Asia, 21st century in Iran
Joint Comprehensive Plan of Action	July events, March 2018 events
Libyan Civil War (2014–present)	2014
National Symphony Orchestra	Orchestras
Nicolas Alfonsi	1946 births, 2020 deaths, French politicians, French lawyers, Deaths from the COVID-19 pandemic in France, Former MEPs, MEPs for France
Doriot Anthony Dwyer	1922 births, 2020 deaths, American educators, Musicians from Illinois, Musicians from Boston, Massachusetts
East Stroudsburg, Pennsylvania	Boroughs in Pennsylvania
Stroudsburg, Pennsylvania	Boroughs in Pennsylvania, County seats in Pennsylvania
Monroe County, Pennsylvania	1830s establishments in Pennsylvania, 1836 establishments in the United States, Pennsylvania counties
Edmund White	1940 births, Living people, American autobiographers, American novelists, American playwrights, American essayists, Gay men, LGBT people from Ohio, LGBT writers, People with HIV/AIDS, Writers from Cincinnati, Ohio
Northampton County, Pennsylvania	18th-century establishments in Pennsylvania, 1750s establishments in the Thirteen Colonies, 1752 establishments, Pennsylvania counties
Zoë Heller	1965 births, Living people, Jewish British writers, English journalists, English novelists, Writers from London
Easton, Pennsylvania	Cities in Pennsylvania, County seats in Pennsylvania
Pike County, Pennsylvania	1810s establishments in Pennsylvania, 1814 establishments in the United States, Pennsylvania counties
Milford, Pennsylvania	Boroughs in Pennsylvania, County seats in Pennsylvania
North Adams, Massachusetts	Berkshire County, Massachusetts, Cities in Massachusetts
Thurber, Texas	Unincorporated communities in Texas
Stephenville, Texas	Cities in Texas, County seats in Texas
Palo Pinto, Texas	Census-designated places in Texas, Unincorporated communities in Texas, County seats in Texas
Haverhill, Massachusetts	Cities in Massachusetts
Lunenburg, Massachusetts	Towns in Massachusetts
Charlotte Pence	1993 births, Living people, American children's writers, American movie producers, American novelists, American poets, American screenwriters, DePaul University alumni, Emmy Award winners, Writers from Virginia
Brazilianite	Gemstones, Geology, Minerals, Sodium compounds
Rachel Matthews	1993 births, Living people, Actors from Los Angeles, California, American movie actors, American television actors
Glen Rose, Texas	Cities in Texas, County seats in Texas
Michael Osterholm	1953 births, Living people, American physicians, Scientists from Iowa, Writers from Iowa
Erling Haaland	2000 births, Living people, Borussia Dortmund squad, Norwegian footballers, People from Leeds, FC Red Bull Salzburg players
Peter Whittingham	1984 births, 2020 deaths, Accidental deaths from falls, English footballers, Sportspeople from Warwickshire
Lyle Waggoner	1935 births, 2020 deaths, Cancer deaths in California, American movie actors, American television actors, American stage actors, American voice actors, American models, American sculptors, Actors from Kansas City, Missouri
List of Arthur episodes	Lists of animated television series episodes, Arthur (TV series)
Dare	Words
Eduard Limonov	1943 births, 2020 deaths, Deaths from surgical complications, Russian poets, Russian politicians, Political writers, Political activists
Chris Reed (figure skater)	1989 births, 2020 deaths, Deaths from cardiac arrest, American Olympians, Japanese figure skaters, American figure skaters, People from Kalamazoo, Michigan, Sportspeople from Detroit, Michigan, Sportspeople from New Jersey, People from Hackensack, New Jersey
Warren Township, New Jersey	Townships in New Jersey
Somerville, New Jersey	Boroughs in New Jersey, County seats in New Jersey
Mouse trap	Traps
Cathy Reed	1987 births, Living people, American Olympians, American figure skaters, Japanese figure skaters, People from Kalamazoo, Michigan, Sportspeople from New Jersey, Sportspeople from Michigan, People from Hackensack, New Jersey
Kalamazoo County, Michigan	1830s establishments in Michigan Territory, 1830 establishments in the United States, Michigan counties
Emilio Caprile	1928 births, 2020 deaths, People from Genoa, Italian footballers
Maryville, Missouri	Cities in Missouri, County seats in Missouri
Huntsville, Missouri	Cities in Missouri, County seats in Missouri
Milan, Missouri	Cities in Missouri, County seats in Missouri
Dougherty County, Georgia	1853 establishments in Georgia (U.S. state), Georgia (U.S. state) counties
Buckhorn, Amador County, California	Census-designated places in California, Settlements in Amador County, California
Schwandorf (district)	Districts of Bavaria
Bowling Green, Missouri	Cities in Missouri, County seats in Missouri
Albany, Missouri	Cities in Missouri, County seats in Missouri
Earlimart, California	Census-designated places in California, Settlements in Tulare County, California
Roger Mayweather	1961 births, 2020 deaths, Deaths from diabetes, African-American boxers, Sportspeople from Grand Rapids, Michigan
Kettleman City, California	Census-designated places in California, Settlements in Kings County, California
Johnson County, Kentucky	1840s establishments in Kentucky, 1843 establishments in the United States, Kentucky counties
Mayo, Florida	Towns in Florida, County seats in Florida
Cabin fever	Metaphors, Phobias, Idioms
Rust (programming language)	Programming languages
Schwabach	Towns in Bavaria
Thomas Americo	1958 births, 1999 deaths, Indonesian people, East Timorese people, Asian sportspeople, Boxers, Deaths by firearm
David French	Year of birth unknown, American lawyers, Living people
Schwäbisch Hall	Towns in Baden-Württemberg
Schwäbisch Hall (district)	Districts of Baden-Württemberg
Schwarzwald-Baar	Districts of Baden-Württemberg
Schweinfurt (district)	Districts of Bavaria
Sigmaringen (district)	Districts of Baden-Württemberg
Straubing-Bogen	Districts of Bavaria
Tirschenreuth (district)	Districts of Bavaria
Tübingen (district)	Districts of Baden-Württemberg
Uelzen (district)	Districts of Lower Saxony
Vechta (district)	Districts of Lower Saxony
Verden (district)	Districts of Lower Saxony
Vorpommern-Greifswald	Districts of Mecklenburg-Vorpommern
Vorpommern-Rügen	Districts of Mecklenburg-Vorpommern
Waldshut (district)	Districts of Baden-Württemberg
Wesermarsch	Districts of Lower Saxony
Wetteraukreis	Districts of Hesse
Wilhelmshaven	Towns in Lower Saxony
Wittmund (district)	Districts of Lower Saxony
Wolfenbüttel (district)	Districts of Lower Saxony
Würzburg (district)	Districts of Bavaria
Zollernalbkreis	Districts of Baden-Württemberg
Blaise Matuidi	1987 births, Living people, People from Toulouse, French footballers
B N S D Shiksha Niketan	Uttar Pradesh, Schools in India, 1983 establishments
Keith Olsen	1945 births, 2020 deaths, Deaths from cardiac arrest, American engineers, Record producers, Musicians from South Dakota, People from Sioux Falls, South Dakota
Genoa, Nevada	Census-designated places in Nevada
Minden, Nevada	Census-designated places in Nevada, County seats in Nevada
Gardnerville, Nevada	Settlements in Nevada
Israel Adesanya	1989 births, Living people, Boxers, Kickboxing, Mixed martial artists, Nigerian sportspeople, People from Lagos, Sportspeople from North Island
Ted Cox	1955 births, 2020 deaths, Boston Red Sox players, Cleveland Indians players, Seattle Mariners players, Toronto Blue Jays players, Deaths from multiple myeloma, Sportspeople from Oklahoma City
John Lyons (linguist)	1932 births, 2020 deaths, British educators
John Lyons (poet)	1933 births, Living people, Poets, Painters, Illustrators, Educators, Historians, Trinidad and Tobago people
Gerald Freedman	1927 births, 2020 deaths, Deaths from renal failure, American theatre directors, American educators, Writers from Ohio, People from Lorain, Ohio
Alexander Volkanovski	1988 births, Living people, Australian rugby league players, Mixed martial artists, Sportspeople from New South Wales
Josh Shapiro	1973 births, Living people, American lawyers, State legislators of the United States, Politicians from Pennsylvania, Politicians from Kansas City, Missouri, US Democratic Party politicians
Ritchie Torres	1988 births, Living people, African American politicians, Gay men, LGBT people from New York City, LGBT politicians, People from the Bronx, Politicians from New York City, US Democratic Party politicians, United States representatives from New York
Sylvie Charrière	1961 births, Living people, Politicians from Ile-de-France
Valérie Boyer	1962 births, Living people, French politicians, People from Centre-Val de Loire, People from Provence-Alpes-Cote d'Azur
Jannik Kohlbacher	1993 births, Living people, Handball, Sportspeople from Hesse
Piero Chiambretti	1956 births, Living people, Italian entertainers, People from Turin, Italian television presenters, Valle d'Aosta
Kiril Domuschiev	1969 births, Living people, Business people, People from Sofia
Lorenzo Sanz	1943 births, 2020 deaths, Spanish businesspeople, Deaths from the COVID-19 pandemic in Spain, People from Madrid
Andrew Watt (musician)	1990 births, Living people, American record producers, American rock guitarists, Grammy Award winners, Singer-songwriters from New York City
Helen Fielding	1958 births, Living people, English novelists, English screenwriters, People from West Yorkshire
Kevin Curran (writer)	1957 births, 2016 deaths, American television writers, Cancer deaths in Los Angeles County, California, Emmy Award winners, Writers from Hartford, Connecticut
Zabeel Stadium	Football stadiums in Asia, Sport in Dubai, Buildings and structures in Dubai
New Hartford, New York	Towns in New York
Jexi	2019 romance movies, 2019 comedy movies, 2010s romantic comedy movies, American romantic comedy movies, Canadian romance movies, Canadian comedy movies, Movies set in San Francisco, Lionsgate movies
Alexandra Shipp	1991 births, Living people, American movie actors, American television actors, American voice actors, American singer-songwriters, Singers from Phoenix, Arizona, Actors from Phoenix, Arizona, Musicians from Phoenix, Arizona, Writers from Phoenix, Arizona
Lynda Bird Johnson Robb	1944 births, Living people, Children of Presidents of the United States, Lyndon B. Johnson, American autobiographers, American columnists, American editors, American philanthropists, Writers from Washington, D.C., Businesspeople from Washington, D.C., Writers from Virginia, Businesspeople from Virginia
Luci Baines Johnson	1947 births, Living people, American philanthropists, Lyndon B. Johnson, Businesspeople from Washington, D.C.
Stonewall, Texas	Unincorporated communities in Texas, Census-designated places in Texas
MJ Hegar	1976 births, Living people, American educators, American military people, American autobiographers, Businesspeople from Connecticut, Politicians from Connecticut, Writers from Connecticut, Businesspeople from Texas, Politicians from Austin, Texas, Writers from Austin, Texas, US Democratic Party politicians
Stephen Covey	1932 births, 2012 deaths, Accidental deaths in the United States, American educators, American Latter Day Saints, Businesspeople from Salt Lake City, Utah, Writers from Salt Lake City, Utah
Cedar Park, Texas	Cities in Texas
Dan Forest	Living people, American architects, Politicians from Virginia, Lieutenant Governors of North Carolina, Businesspeople from Virginia, Businesspeople from North Carolina, US Republican Party politicians
Bloomsburg, Pennsylvania	County seats in Pennsylvania, Settlements in Pennsylvania, Towns in the United States
Columbia County, Pennsylvania	1810s establishments in Pennsylvania, 1813 establishments in the United States, Pennsylvania counties
Nicole Galloway	1982 births, Living people, Politicians from St. Louis, Missouri, US Democratic Party politicians
Shickshinny, Pennsylvania	Boroughs in Pennsylvania
Mike Cooney	1954 births, Living people, Politicians from Washington, D.C., Lieutenant Governors of Montana, US Democratic Party politicians
Andru Volinsky	1956 births, Living people, American lawyers, State legislators of the United States, Politicians from New York City, Politicians from New Hampshire, US Democratic Party politicians
David Zuckerman (politician)	1971 births, Living people, Businesspeople from Boston, Massachusetts, Politicians from Boston, Massachusetts, Businesspeople from Vermont, Lieutenant Governors of Vermont, US Democratic Party politicians
Emil Karewicz	1923 births, 2020 deaths, Polish movie actors, Polish television actors, Polish stage actors
Bowel obstruction	Medicine
Takumi Minamino	1995 births, Living people, Footballers from Osaka Prefecture, Japan international footballers, J1 League players, Premier League players, Cerezo Osaka players, FC Red Bull Salzburg players, Liverpool F.C. players, Footballers at the 2016 Summer Olympics
Torbjørn Røe Isaksen	1978 births, Living people, Norwegian politicians
Regina Hall	1970 births, Living people, American movie actors, American television actors, American voice actors, American comedians, Actors from Washington, D.C.
Cameron Smith	1983 births, Living people, Australian rugby league players, Order of Australia, Sportspeople from Queensland
Vittoria Bogo Deledda	1967 births, 2020 deaths, Cancer deaths in Italy, Italian politicians, People from Sardinia
Price, Utah	Cities in Utah, County seats in Utah
Carbon County, Utah	Utah counties
Beaver County, Utah	Utah counties
Box Elder County, Utah	Utah counties
Cache County, Utah	Utah counties
Daggett County, Utah	Utah counties
Duchesne County, Utah	Utah counties
Emery County, Utah	Utah counties
Garfield County, Utah	Utah counties
Iron County, Utah	Utah counties
Juab County, Utah	Utah counties
Kane County, Utah	Utah counties
Millard County, Utah	Utah counties
Morgan County, Utah	Utah counties
Piute County, Utah	Utah counties
Rich County, Utah	Utah counties
San Juan County, Utah	Utah counties
Sanpete County, Utah	Utah counties
Sevier County, Utah	Utah counties
Summit County, Utah	Utah counties
Tooele County, Utah	Utah counties
Uintah County, Utah	Utah counties
Wasatch County, Utah	Utah counties
Wayne County, Utah	Utah counties
Casey County, Kentucky	1800s establishments in Kentucky, 1806 establishments, Kentucky counties
Daviess County, Kentucky	1810s establishments in Kentucky, 1815 establishments, Kentucky counties
Joaquín Peiró	1936 births, 2020 deaths, Spanish footballers, Spanish football managers, Sportspeople from Madrid
Sokodé	Cities in Africa, Togo
Mairead Maguire	1944 births, Living people, Political activists, People from Belfast
Eskandar Firouz	1926 births, 2020 deaths, Iranian politicians, Environmentalists
John Olsen (Australian artist)	1928 births, Living people, Artists from New South Wales, Australian painters, Officers of the Order of the British Empire, Order of Australia, People from Sydney
Patrick J. Duggan	1933 births, 2020 deaths, American lawyers, American judges, Politicians from Detroit, Michigan, US Republican Party politicians
Koszalin	Cities in Poland
Mariposa, California	Census-designated places in California, County seats in California, Mariposa County, California
David Briggs (headmaster)	1917 births, 2020 deaths, British educators, English centenarians, People from Norwich
Marie Newman	1964 births, Living people, United States representatives from Illinois, Politicians from Chicago, Businesspeople from Chicago, US Democratic Party politicians
Kim Foxx	1972 births, Living people, American lawyers, Politicians from Chicago, US Democratic Party politicians, African American politicians
Charlotte Lawrence	2000 births, Living people, American pop singers, Models from Los Angeles, California, Singer-songwriters from California, Singers from Los Angeles, California
Manu Dibango	1933 births, 2020 deaths, Cameroonian people, Deaths from the COVID-19 pandemic in France, Jazz musicians, Saxophonists, Songwriters
Elliott County, Kentucky	1860s establishments in Kentucky, 1869 establishments in the United States, Kentucky counties
Floyd County, Kentucky	1800s establishments in Kentucky, 1800 establishments in the United States, Kentucky counties
Wayne County, Kentucky	1800s establishments in Kentucky, 1800 establishments in the United States, Kentucky counties
Fulton County, Kentucky	1840s establishments in Kentucky, 1845 establishments in the United States, Kentucky counties
Viva Pink	Transport in Canada, 2006 establishments in Canada
Sheryl Bernstein	American voice actors
Green County, Kentucky	1792 establishments in Kentucky, Kentucky counties
Franklin County, Kentucky	1790s establishments in Kentucky, 1795 establishments in the United States, Kentucky counties
Greenup County, Kentucky	1800s establishments in Kentucky, 1803 establishments in the United States, Kentucky counties
Esparto, California	Census-designated places in California, Yolo County, California
Forbestown, California	Census-designated places in California, Settlements in Butte County, California
Hart County, Kentucky	1810s establishments in Kentucky, 1819 establishments in the United States, Kentucky counties
El Granada, California	Census-designated places in California, Settlements in San Mateo County, California
Kelly Ridge, California	Census-designated places in California, Settlements in Butte County, California
Guainía Department	Departments of Colombia, 1963 establishments, 20th-century establishments in Colombia
Huila Department	Departments of Colombia, 20th-century establishments in Colombia, 1905 establishments in South America
Department of La Guajira	Departments of Colombia, 20th-century establishments in Colombia, 1965 establishments
Meta Department	Departments of Colombia, 20th-century establishments in Colombia, 1960 establishments
Rwandan Civil War	Rwanda, Civil wars
Mario Díaz-Balart	1961 births, Living people, People from Fort Lauderdale, Florida, United States representatives from Florida, US Republican Party politicians
Ben McAdams	1974 births, Living people, American mayors, United States representatives from Utah, US Democratic Party politicians
Singrauli district	Districts of Madhya Pradesh
Bento Costa Lima	1958 births, Living people, Admirals, Brazilian politicians, People from Rio de Janeiro
Xavier García Albiol	1967 births, Living people, Mayors, Politicians from Catalonia
Lloyd Russell-Moyle	1986 births, Living people, English LGBT people, Gay men, Labour MPs (UK), LGBT politicians, People from Brighton, People with HIV/AIDS
Serhii Shakhov	1975 births, Living people, Ukrainian politicians
Augusto Heleno	1947 births, Living people, Brazilian politicians, Generals
Catherine Hamlin	1924 births, 2020 deaths, Australian medical doctors, Order of Australia, People from Sydney
Mophun	Mobile phones
Alfred Worden	1932 births, 2020 deaths, Apollo astronauts, Engineers from Michigan, American military people, Cardiovascular disease deaths in Texas, Deaths from stroke, People from Jackson, Michigan, Politicians from Michigan, Politicians from Florida, Scientists from Michigan, Scientists from Florida, United States Air Force, US Republican Party politicians
Gemma Ward	1987 births, Living people, Actors from Perth, Western Australia, Australian models, Australian movie actors
He's Just Not That Into You	2009 comedy movies, 2009 romance movies, 2000s romantic comedy movies, American romantic comedy movies, German romance movies, German comedy movies, Dutch romance movies, Dutch comedy movies, Movies based on books, Movies directed by Ken Kwapis
John Solomon (rugby union)	1929 births, 2020 deaths, Australian medical doctors, Australian rugby union players, Sportspeople from Sydney
James Irwin	1930 births, 1991 deaths, American astronauts, American Evangelicals, Creationists, Deaths from myocardial infarction, Scientists from Pittsburgh, Pennsylvania
Don Juan Manuel	Spanish writers
Hopkins County, Kentucky	1800s establishments in Kentucky, 1806 establishments, Kentucky counties
Robin Quivers	1952 births, Living people, African-American entertainers, American radio personalities, Cancer survivors, People from Baltimore, Maryland, United States Air Force
Belokurikha	Cities in Russia
Jessamine County, Kentucky	1798 establishments in Kentucky, Kentucky counties
Knox County, Kentucky	1790s establishments in Kentucky, 1799 establishments in the United States, Kentucky counties
Weaverville, California	Census-designated places in California, County seats in California, Trinity County, California
MOAP	Linux, Mobile phones
Downieville, California	Census-designated places in California, County seats in California, Sierra County, California
Fritz Haber	1868 births, 1934 deaths, Cardiovascular disease deaths in Switzerland, Deaths from myocardial infarction, German chemists, German Nobel Prize winners, Jewish Nobel Prize winners, Nobel Prize in Chemistry winners, People from Wrocław
Lawrence County, Kentucky	1821 establishments in Kentucky, Kentucky counties
Livingston County, Kentucky	1798 establishments in Kentucky, Kentucky counties
McCreary County, Kentucky	20th-century establishments in Kentucky, 1912 establishments in the United States, Kentucky counties
Madison County, Kentucky	1780s establishments in Virginia, 1785 establishments in the United States, Kentucky counties
Mercer County, Kentucky	1780s establishments in Virginia, 1785 establishments in the United States, Kentucky counties
Apothem	geometry
