Judgment (law)	Law, Legal terms
Amby Fogarty	1933 births, 2016 deaths, Irish football managers, Irish footballers, Sportspeople from Dublin
John Roberts (Welsh footballer)	1946 births, 2016 deaths, Arsenal F.C. players, Welsh football managers, Welsh footballers
S. H. Kapadia	2016 deaths, 1947 births, Cardiovascular disease deaths in India, Chief Justices of India, Deaths from cardiac arrest, Indian lawyers, People from Mumbai
Christy O'Connor Jnr	1948 births, 2016 deaths, Golfers, Sportspeople from the Republic of Ireland, Disease-related deaths in Spain
British Rail Class 800	British Rail diesel locomotives
Masaryk University	1919 establishments in Europe, Brno, Colleges and universities in Europe
Nino Manfredi	1921 births, 2004 deaths, Deaths from stroke, Cardiovascular disease deaths in Italy, Italian movie actors, Italian television actors, Italian stage actors, Italian voice actors, Italian movie directors, Italian screenwriters, Italian playwrights, Italian singers, Italian television presenters, Italian radio personalities, Comedians, People from Lazio
Andres Rodríguez	1984 births, 2016 deaths, Road accident deaths in the United States, Venezuelan sportspeople, Business people, People from Caracas
Marvin Minsky	Turing Award winners, 1927 births, 2016 deaths, Cryonically preserved people, Deaths from cerebral hemorrhage, American computer scientists, Scientists from New York City
Charles Bachman	Turing Award winners, 1924 births, 2017 deaths, Deaths from Parkinson's disease, Disease-related deaths in Massachusetts, American computer scientists, Scientists from Kansas
Turing Award	Science awards
Niklaus Wirth	Turing Award winners, 1934 births, Living people, Swiss scientists, Computer scientists, People from Winterthur
Richard M. Karp	Turing Award winners, 1935 births, American computer scientists, Scientists from Boston, Massachusetts, Living people
William Kahan	Turing Award winners, 1933 births, Living people, Canadian scientists, Computer scientists, People from Toronto
Fernando J. Corbató	Turing Award winners, 1926 births, 2019 deaths, Deaths from diabetes, Disease-related deaths in Massachusetts, American computer scientists, Scientists from Oakland, California
Juris Hartmanis	1928 births, Living people, American academics, American computer scientists, Naturalized citizens of the United States, People from Riga, Turing Award winners
Fred Brooks	Turing Award winners, 1931 births, Living people, Scientists from North Carolina, American computer scientists, People from Durham, North Carolina
Frances E. Allen	Turing Award winners, 1932 births, 2020 deaths, Deaths from Alzheimer's disease, Disease-related deaths in New York, American computer scientists, Scientists from New York
Alexandra Daddario	1986 births, Living people, Actors from New York City, American movie actors, American television actors, American voice actors
Tom Allin	1987 births, 2016 deaths, English cricketers, People from Devon, Suicides by jumping in the United Kingdom
Nivaria Tejera	1929 births, 2016 deaths, Cancer deaths in France, Cuban writers, Deaths from pancreatic cancer, People from the Canary Islands, Poets
Percy Freeman	1945 births, 2016 deaths, Disease-related deaths in England, English footballers, Sportspeople from Nottinghamshire
Sonderkommando photographs	Photography, Nazi concentration camps
Mustafa al-Maraghi	1881 births, 1945 deaths, Egyptian Muslims, Religious leaders
Mufti Mohammad Sayeed	1936 births, 2016 deaths, Deaths from multiple organ failure, Disease-related deaths in India, Indian politicians, Muslims
Sergey Shustikov	1970 births, 2016 deaths, Russian football managers, Russian footballers, Sportspeople from Moscow
Michael Purcell	1945 births, 2016 deaths, Australian rugby union players, People from Brisbane, Sportspeople from Queensland
Agathemera	Phasmids
Hyundai Veracruz	Hyundai automobiles, 2000s automobiles, 2010s automobiles
Thameslink and Great Northern	Rail transport in England, Train operating companies, Railway companies of the United Kingdom
First Great Western	1998 establishments in the United Kingdom, 2006 disestablishments in the United Kingdom
Cubic inch	Imperial units, Units of volume
United States Forest Service	United States Department of Agriculture, United States government agencies, 1905 establishments in the United States, Forestry
Dodge Power Wagon	Dodge automobiles, Pickup trucks
Chrysler Hemi engine	Motors
Severnaya Zemlya	Archipelagos, Arctic islands, Islands of Russia
Hyundai Elantra	Hyundai automobiles, 1990s automobiles, 2000s automobiles, 2010s automobiles
Alfredo "Chocolate" Armenteros	1928 births, 2016 deaths, Cancer deaths in New York City, Cuban musicians, Deaths from prostate cancer, Jazz musicians, Trumpeters
Kitty Kallen	1921 births, 2016 deaths, American movie actors, Singers from Pennsylvania, Actors from Philadelphia, Pennsylvania
Florence King	1936 births, 2016 deaths, American journalists, American conservatives, Writers from Washington, D.C.
Pat Harrington, Jr.	1929 births, 2016 deaths, Accidental deaths from falls in the United States, American stage actors, American television actors, American voice actors, Deaths from Alzheimer's disease, Disease-related deaths in Los Angeles, Emmy Award winning actors, Deaths from cerebral hemorrhage
Lev Nikolayevich Korolyov	1926 births, 2016 deaths, Russian scientists, Computer scientists
Marc Alaimo	1942 births, Living people, American movie actors, American television actors, American voice actors, Actors from Milwaukee, Wisconsin
Henry Stuart, Lord Darnley	Kings and Queens consort of Scotland, 1545 births, 1567 deaths, Assassinated people
Klaas Bakker	1926 births, 2016 deaths, Dutch footballers, Sportspeople from Amsterdam
Sol Polansky	1926 births, 2016 deaths, Ambassadors of the United States to East Germany, American diplomats, Columbia University alumni, Politicians from Newark, New Jersey
Valerio Zanone	1936 births, 2016 deaths, Disease-related deaths in Rome, Italian politicians, People from Turin
Yves Vincent	1921 births, 2016 deaths, French movie actors, French television actors
Sian Blake	1972 births, 2015 deaths, Actors from London, Black British actors, English movie actors, English television actors, English voice actors
White-bellied sea eagle	Accipitriformes, Seabirds
Off-road vehicle	Land vehicles
RAM Rebel truck	Pickup trucks
Oswald Avery	1877 births, 1955 deaths, American geneticists, Medical researchers, Microbiologists
Princess Ashraf of Iran	1919 births, 2016 deaths, People from Tehran, Twin people, Princes and princesses
Judith Kaye	1938 births, 2016 deaths, Cancer deaths in New York, American judges, American lawyers, People from New York City, Women judges
Mahmoud Shaltout	1893 births, 1963 deaths, Egyptian Muslims, Religious leaders
Troy Shondell	1939 births, 2016 deaths, American pop singers, American rock singers, Deaths from Alzheimer's disease, Deaths from Parkinson's disease, Disease-related deaths in Mississippi, Musicians from Indiana, People from Fort Wayne, Indiana
Jenean Hampton	1958 births, Living people, African-American military personnel, African American politicians, Lieutenant Governors of Kentucky, US Republican Party politicians
Automotive lighting	Auto parts, Automotive technologies, Light sources
Qui-Gon Jinn	Fictional characters introduced in 1999, Star Wars characters
Boba Fett	Fictional characters introduced in 1978, Star Wars characters
BB-8	Fictional characters introduced in 2015, Star Wars characters
Rey (Star Wars)	Fictional characters introduced in 2015, Star Wars characters
Finn (Star Wars)	Fictional characters introduced in 2015, Star Wars characters
Poe Dameron	Fictional characters introduced in 2015, Star Wars characters
Brad Fittler	1972 births, Living people, Australian rugby league players, Sportspeople from Sydney, Coaches
Red Simpson	1934 births, 2016 deaths, American country singers, Cardiovascular disease deaths in California, Deaths from myocardial infarction, People from Bakersfield, California, Singers from Arizona, Singer-songwriters from California
Maria Garbowska-Kierczyńska	1922 births, 2016 deaths, Polish movie actors, Polish stage actors, Polish television actors
Achim Mentzel	1946 births, 2016 deaths, Actors from Berlin, Disease-related deaths in Germany, German movie actors, German television actors, German television presenters
Distributive property	Algebra
Antônio Pompêo	1953 births, 2016 deaths, Brazilian movie actors, Brazilian television actors, People from São Paulo, Unexplained deaths
Ioannis Petridis	1931 births, 2016 deaths, Greek economists, Greek scientists
Anton Srholec	1929 births, 2016 deaths, Deaths from lung cancer, Humanitarians, Roman Catholic priests, Slovakian people
William Astbury	Biophysicists, English molecular biologists, British physicists, 1898 births, 1961 deaths, People from Staffordshire, Fellows of the Royal Society, Alumni of the University of Cambridge
Karan Brar	American television actors, Child actors, 1999 births, Living people
Gary Johnson 2016 presidential campaign	2016 United States presidential campaigns, United States Libertarian Party
Otis Clay	1942 births, 2016 deaths, Deaths from myocardial infarction, Cardiovascular disease deaths in Chicago, Burials at Oak Woods Cemetery, American R&B singers, American soul musicians, Singers from Mississippi, Musicians from Mississippi, Singers from Indiana, Musicians from Indiana, People from Muncie, Indiana
Maria Teresa de Filippis	1926 births, 2016 deaths, Italian sportspeople, People from Naples
Ed Stewart	1941 births, 2016 deaths, BBC radio presenters, BBC television presenters, Cardiovascular disease deaths in England, Deaths from stroke, English radio personalities, English television presenters, People from Devon
Theodor Morell	1886 births, 1948 deaths, German doctors, Nazis
Triple Nine Society	Intelligence, 1978 establishments in the United States, Non-profit organizations of the United States
Lyudvig Chibirov	1932 births, Living people, Presidents of South Ossetia, Politicians from Georgia (country)
Merab Chigoev	1950 births, 2016 deaths, Road accident deaths, Prime Ministers of South Ossetia, Politicians from Georgia (country), Communists
Bob Oatley	1928 births, 2016 deaths, Australian businesspeople, Billionaires, Disease-related deaths in New South Wales, Order of Australia, People from Sydney
Angus Scrimm	1926 births, 2016 deaths, Actors from Kansas, American journalists, American movie actors, American television actors, American voice actors, Disease-related deaths in Los Angeles, Grammy Award winners, Writers from Kansas
Jim Ross (ice hockey)	1926 births, 2016 deaths, Ice hockey defencemen, New York Rangers players, Scottish ice hockey players, Sportspeople from Edinburgh
José María Rivas	1958 births, 2016 deaths, Deaths from leukemia, Salvadoran footballers
École de l'Air	Technical colleges and universities in France, 1933 establishments, Military schools, 1930s establishments in France
Peter Powell (kite)	1932 births, 2016 deaths, Cardiovascular disease deaths in England, Deaths from stroke, English inventors, People from Gloucestershire
Royal Parker	1929 births, 2016 deaths, Deaths from congestive heart failure, American television personalities, American radio personalities, People from Baltimore, Maryland
Dermot Mulroney	1963 births, Living people, American movie actors, American television actors, American voice actors, American movie directors, People from Alexandria, Virginia, Actors from Virginia, Musicians from Virginia
Sam Rockwell	1968 births, Living people, Academy Award winning actors, American movie actors, American television actors, American voice actors, BAFTA Award winning actors, Golden Globe Award winning actors, People from San Mateo, California, Screen Actors Guild Award winners, Satellite Award winners
Ka-Bar	Military terminology, Blades
Jeanne Cordova	1948 births, 2016 deaths, American columnists, American LGBT rights activists, Cancer deaths in Los Angeles, Deaths from brain cancer, Journalists from California, Lesbians, LGBT journalists, LGBT people from Los Angeles, California, People from Bremen (state)
Ralph Hauenstein	1912 births, 2016 deaths, American centenarians, American military personnel of World War II, American philanthropists, Deaths from natural causes, People from Fort Wayne, Indiana, Businesspeople from Indiana, Businesspeople from Grand Rapids, Michigan
Hernán Gamboa	1946 births, 2016 deaths, Cancer deaths in Argentina, Composers, Folk singers, Venezuelan entertainers
D. A. Pennebaker	1925 births, 2019 deaths, Movie directors from Illinois, Writers from Illinois
María Lorenza Barreneche	1926 births, 2016 deaths, Disease-related deaths in Argentina, People from Buenos Aires, Socialites, First Ladies and Gentlemen of Argentina
Pat Harrington, Sr.	1901 births, 1965 deaths, Actors from Montreal, Canadian movie actors, Canadian stage actors, Canadian television actors
Demmus Hentze	1923 births, 2016 deaths, Danish politicians, Faroese people, Lawyers
Eddie Redmayne	Academy Award winning actors, BAFTA Award winning actors, Golden Globe Award winning actors, Tony Award winning actors, Screen Actors Guild Award winners, 1982 births, Living people, English movie actors, English television actors, English voice actors, English stage actors, Actors from London
Teofil Codreanu	1941 births, 2016 deaths, Sportspeople from Bucharest, Romanian footballers
Woman on top	Sexual acts
The Walk (movie)	2015 drama movies, 2010s adventure movies, American drama movies, Movies set in New York City, Movies set in the 1970s, Movies directed by Robert Zemeckis
Richard Libertini	1933 births, 2016 deaths, Deaths from cancer, American movie actors, American television actors, American stage actors, American voice actors, Actors from Massachusetts, People from Cambridge, Massachusetts
Nik Wallenda	1979 births, Living people, Writers from Florida, People from Sarasota, Florida
Philippe Petit	1949 births, Living people, French entertainers
George Jonas	1935 births, 2016 deaths, Canadian Jews, Canadian journalists, Canadian television producers, Canadian poets, Columnists, Deaths from Parkinson's disease, Disease-related deaths in Canada, Hungarian Jews, Jewish writers, Order of Canada, People from Budapest
Villa Paul Poiret	Buildings and structures in France, Architectural styles, Île-de-France
Hamada Emam	1948 births, 2016 deaths, Egyptian footballers, People from Cairo
Fernando Barrachina	1947 births, 2016 deaths, People from Granada, Spanish footballers, Sportspeople from Andalusia
Zelimkhan Yaqub	1950 births, 2016 deaths, Azerbaijani poets, Azerbaijani writers
Ulrich Hahnen	1952 births, 2016 deaths, Cancer deaths in Germany, Politicians from North Rhine-Westphalia, Politicians of the Social Democratic Party of Germany
Tropical kingbird	Birds of Central America, Birds of South America, Tyrannides
Rūsiņš Mārtiņš Freivalds	1942 births, 2016 deaths, Deaths from myocardial infarction, Computer scientists, Latvian educators, Latvian scientists, Mathematicians
Juan Sebastián Elcano	Spanish explorers, 1476 births, 1526 deaths
Contraband	Legal terms, International law
Mystery shopper	Commerce
Dogue de Bordeaux	Dog breeds, Molossers
Australian Kelpie	Dog breeds, Working dogs, Animals of Australia
Tajdid	Islam, Arabic words and phrases
Alexander Hickman	1925 births, 2016 deaths, Canadian politicians, Canadian judges, People from Newfoundland and Labrador
Oscar Fritschi	1939 births, 2016 deaths, Swiss politicians, People from Winterthur
John Harvard (politician)	1938 births, 2016 deaths, Canadian journalists, Canadian writers, People from Manitoba, Members of the House of Commons of Canada
Abbas Bahri	1955 births, 2016 deaths, Tunisian academics, Mathematicians
Ann Z. Caracristi	1921 births, 2016 deaths, Civil servants, Deaths from dementia, Disease-related deaths in Washington, D.C., Scientists from New York
Veijo Meri	1928 births, 2015 deaths, Finnish poets
Wim Bleijenberg	1930 births, 2016 deaths, Dutch footballers, Sportspeople from Utrecht (province)
Reginaldo Araújo	1977 births, 2016 deaths, Brazilian footballers, Deaths from myocardial infarction, Disease-related deaths in Brazil
Gunnel Vallquist	1918 births, 2016 deaths, Translators, Writers from Stockholm
Brian Johnson (rugby league)	1956 births, 2016 deaths, Australian rugby league players, Deaths from Alzheimer's disease, Disease-related deaths in New South Wales, Sportspeople from New South Wales
Darryl Cherney	1950s births, Living people, 2016 United States presidential candidates, American environmentalists, Musicians from New York City, Musicians from California, Green Party of the United States politicians
Jill Stein 2016 presidential campaign	2016 United States presidential campaigns, Green Party of the United States
Prohibition Party	Political parties in the United States
Doping in sport	Doping in sport
Gloria La Riva	2020 United States presidential candidates, 2016 United States presidential candidates, 2008 United States presidential candidates, 1954 births, Living people, American political activists, Politicians from Albuquerque, New Mexico, Politicians from California
Governor of New Mexico	Governors of New Mexico
Doping (semiconductor)	Engineering, Physics, Materials science, Physical chemistry
Marc Allan Feldman	2016 United States presidential candidates, 1959 births, 2016 deaths, American physicians, American political commentators, Politicians from Washington, D.C., Politicians from Cleveland, Ohio, US Libertarian Party politicians
Austin Petersen	2016 United States presidential candidates, 1981 births, Living people, American political commentators, American television presenters, American activists, Politicians from Missouri, People from Independence, Missouri, US Republican Party politicians
John McAfee	John McAfee, 2020 United States vice-presidential candidates, 2020 United States presidential candidates, 2016 United States presidential candidates, 1945 births, 2021 deaths, American computer scientists, Scientists from Virginia, Politicians from Virginia, Scientists from Tennessee, Politicians from Tennessee, US Libertarian Party politicians, Honorary Knights Commander of the Order of the British Empire, Suicides by hanging, People who died in prison custody
Lionel Cranfield, 3rd Earl of Middlesex	1625 births, 1674 deaths, English Earls
National Geographic (magazine)	1888 establishments in the United States, Monthly magazines, American magazines
Berge Furre	1937 births, 2016 deaths, Disease-related deaths in Norway, Norwegian historians, Norwegian politicians
Ivan Bukavshin	1995 births, 2016 deaths, Cardiovascular disease deaths in Russia, Deaths from stroke, Russian chess players
Rescue 911	American reality television series, 1989 American television series debuts, 1980s American television series, 1990s American television series, 1996 American television series endings, CBS network shows
Missionaries of Charity	Roman Catholic religious orders, 1950 establishments in Asia, Kolkata, 1950s establishments in India
Columba	Christian clergy, Christian saints, 520s births, 590s deaths
Jimmy Fitzmorris	1921 births, 2021 deaths, Politicians from Kentucky, Businesspeople from Kentucky, Businesspeople from New Orleans, Louisiana, Politicians from New Orleans, Louisiana, US Democratic Party politicians, Lieutenant Governors of Louisiana
David Margulies	1937 births, 2016 deaths, American movie actors, American television actors, American stage actors, American voice actors, Actors from Brooklyn
Bernie Worrell	1944 births, 2016 deaths, Deaths from lung cancer, American composers, Musicians from New Jersey, People from Plainfield, New Jersey
Tom Latham	1948 births, Living people, American Lutherans, People with cancer, United States representatives from Iowa, US Republican Party politicians
Piet Steenkamp	1925 births, 2016 deaths, Catholic People's Party politicians, Christian Democratic Appeal politicians, Dutch academics, Dutch economists, Dutch party chairs, Dutch Roman Catholics, Members of the Senate of the Netherlands, Politicians from North Holland, Presidents of the Senate of the Netherlands
Andrew Smith	1990 births, 2016 deaths, American basketball players, American Christians, Cancer deaths in the United States, Deaths from non-Hodgkin lymphoma, Sportspeople from Indianapolis, Indiana, Sportspeople from Washington, D.C.
Robert M. Cundick	1926 births, 2016 deaths, American composers, American Latter Day Saints, Organists, Musicians from Salt Lake City, Utah
Arthur S. Obermayer	1931 births, 2016 deaths, American Jews, American philanthropists, Cancer deaths in Massachusetts, Jewish businesspeople, Jewish philanthropists, Businesspeople from Philadelphia, Pennsylvania
Yusuf Zuayyin	1931 births, 2016 deaths, Disease-related deaths in Sweden, Prime Ministers of Syria
J. F. R. Jacob	1923 births, 2016 deaths, Asian Jews, Autobiographers, Deaths from pneumonia, Generals, Indian military people, Governors of Punjab, India, Administrators of Chandigarh, Governors of Goa, Indian writers, Infectious disease deaths in India, Jewish military people, Jewish politicians, Jewish writers, People from Kolkata
Carotenoid	Hydrocarbons, Pigments, Horizontal gene transfer
Marjorie Pizer	1920 births, 2016 deaths, Australian poets, Disease-related deaths in Australia, University of Melbourne alumni, Writers from Melbourne
Leo Rucka	1931 births, 2016 deaths, American football linebackers, San Francisco 49ers players, Sportspeople from Texas
János Radványi	1922 births, 2016 deaths, Ambassadors to the United States, American academics, American political scientists, Naturalized citizens of the United States, People from Budapest
Cornelis Zitman	1926 births, 2016 deaths, Dutch artists, People from Caracas, People from Leiden
Robert Black (serial killer)	1947 births, 2016 deaths, British crime victims, British people convicted of assault, British rapists, British serial killers, Deaths from natural causes, Kidnappers, Scottish people
Peter Gavin Hall	1951 births, 2016 deaths, Deaths from leukemia, Australian scientists, Mathematicians, People from Sydney
Georg Nees	1926 births, 2016 deaths, Deaths from heart failure, German artists, German scientists, German educators, People from Nuremberg
Canadian Pacific Air Lines	Airlines of Canada, 1942 establishments in North America, 1987 disestablishments, 1940s establishments in Canada, 1980s disestablishments in North America, 20th century disestablishments in Canada
Zaharije Trnavčević	1926 births, 2016 deaths, Journalists, Politicians, Serbian people
Giorgio Gomelsky	1934 births, 2016 deaths, British cinematographers, British record producers, British songwriters, Cancer deaths in New York City, People from Tbilisi, The Rolling Stones
Leonid Zhabotinsky	1938 births, 2016 deaths, Medalists at the 1964 Summer Olympics, Medalists at the 1968 Summer Olympics, Ukrainian sportspeople, Russian sportspeople, Soviet Olympic gold medalists, Weightlifters
Shaolin (humorist)	1971 births, 2016 deaths, Brazilian comedians, Brazilian movie actors, Brazilian television actors, Deaths from myocardial infarction, Disease-related deaths in Brazil
Gender dysphoria	Psychology, Gender
Sucre	Capital cities in South America, Settlements in Bolivia
Petty officer	Military ranks, Navy
Aarhus City Hall	1941 establishments in Europe, Aarhus, Buildings and structures in Denmark, Government buildings, 20th century establishments in Denmark, Politics of Denmark
Lamborghini Huracán	Lamborghini automobiles, Sports cars, 2010s automobiles
William Needles	1919 births, 2016 deaths, Actors from New York, Actors from Ontario, American stage actors, Canadian stage actors, Deaths from natural causes, People from Yonkers, New York
Twin Falls County, Idaho	Twin Falls County, Idaho, 1907 establishments in the United States, 1900s establishments in Idaho
Butterfly effect	Weather, Causality, Systems theory
Extermination camp	Nazi concentration camps
Southeast African cheetah	Felines, Mammals of Africa
Rose Chibambo	1928 births, 2016 deaths, Activists, African politicians, Deaths from myocardial infarction, Malawian people
Lawrence Phillips	1975 births, 2016 deaths, American football running backs, American murderers, American people convicted of assault, Miami Dolphins players, Murderers who committed suicide, People from Little Rock, Arkansas, People who committed suicide in prison custody, People who died in prison custody in the United States, San Francisco 49ers players, Sportspeople from Arkansas, Sportspeople who committed suicide, St. Louis Rams players, Suicides by hanging in the United States
Brian Bedford	1935 births, 2016 deaths, Cancer deaths in California, English movie actors, English television actors, English stage actors, Actors from Yorkshire
Paul G. Kirk	1938 births, Living people, United States senators from Massachusetts, US Democratic Party politicians, 21st-century American politicians
Robert Reich	1946 births, Living people, United States Secretaries of Labor, American economists, People from Scranton, Pennsylvania, American political commentators, American political writers, Scientists from Pennsylvania, Writers from Pennsylvania, Politicians from Pennsylvania, Politicians from Berkeley, California, Writers from Berkeley, California, Scientists from Berkeley, California, US Democratic Party politicians
Franco Citti	1938 births, 2016 deaths, Actors from Rome, Italian movie actors, Italian television actors
Ken Judge	1958 births, 2016 deaths, Australian rules footballers, Cancer deaths in Australia, Coaches, Deaths from multiple myeloma
Murphy, Idaho	County seats in Idaho, Census-designated places in Idaho, Owyhee County, Idaho, 1899 establishments in the United States, 1890s establishments in Idaho
Carolyn D. Wright	1949 births, 2016 deaths, Cancer deaths in the United States, American educators, American poets, Writers from Rhode Island, Writers from Arkansas, People from Providence, Rhode Island
Barrington, Rhode Island	Towns in Rhode Island, 1770s establishments in the Thirteen Colonies
The Revenant (2015 movie)	Golden Globe Award winning movies, 2015 drama movies, 2010s western movies, American drama movies, American western movies, Movies directed by Alejandro González Iñárritu
Jay Roach	Emmy Award winning directors, 1957 births, Living people, American movie directors, American movie producers, American screenwriters, Businesspeople from New Mexico, Writers from Albuquerque, New Mexico
Richard Linklater	Golden Globe Award winning directors, BAFTA Award winning directors, 1960 births, Living people, American movie directors, American movie producers, American screenwriters, Writers from Houston, Texas
Tera Wray	1982 births, 2016 deaths, Actors from Louisville, Kentucky, American pornographic actors, Suicides in California
Ellen Meiksins Wood	1942 births, 2016 deaths, American historians, American political scientists, Canadian Jews, Canadian scientists, Cancer deaths in Ontario, Jewish American scientists, Marxism
Jade (American band)	1991 establishments in Illinois, 1990s American music groups, 2010s American music groups, American R&B bands, Musical groups established in 1991, Musical groups from Chicago, Musical trios
Dave Sime	1936 births, 2016 deaths, American Olympic silver medalists, American physicians, American track and field athletes, Cancer deaths in Florida, Medalists at the 1960 Summer Olympics, Sportspeople from New Jersey
ASASSN-15lh	Supernovae, 2015, June 2015 events
Francis Rossi	1949 births, Living people, English rock guitarists, English rock singers, English singer-songwriters, Musicians from Kent, Officers of the Order of the British Empire, Singers from London
Kalevi Lehtovirta	1928 births, 2016 deaths, Finnish footballers
Dime (United States coin)	Currency of the United States, 1792 establishments in the United States
Baby Got Back	Hip hop songs, Obscenity controversies, 1992 songs
Alaric I	Ancient history, Ancient Rome, Germanic peoples, 410s deaths
Dickin Medal	Military honors, Military animals
Irma Khetsuriani	Year of birth missing (living people), Living people, Abkhazia, Fencers, Sportspeople from Georgia (country)
Boulton & Watt	Engineering, 1775 establishments, Machines, Engineering companies of the United Kingdom
Province of Lugo	Provinces of Spain, Galicia
Pareto distribution	Probability distributions
P. J. Mara	1942 births, 2016 deaths, Civil servants, Disease-related deaths in the Republic of Ireland, Irish politicians
Wally Wingert	1958 births, Living people, Actors from Des Moines, Iowa, Singers from Iowa, American television presenters, American voice actors
George Carroll (judge)	1922 births, 2016 deaths, Deaths from respiratory failure, American judges, American lawyers, American mayors, American civil rights activists, Politicians from Brooklyn, Politicians from California, US Democratic Party politicians, People from Richmond, California
Gastón Guzmán	1932 births, 2016 deaths, Deaths from myocardial infarction, Mexican scientists, Mexican writers, Mexican educators, Mexican anthropologists, People from Veracruz
Kiwi Travel International Airlines	Transport in New Zealand, Airlines of Oceania, 1994 establishments in Oceania, 1996 disestablishments, 1990s establishments in New Zealand
Qaisra Shahraz	1959 births, Pakistani writers, Living people
Bano Qudsia	1928 births, 2017 deaths, Pakistani writers
Musa (genus)	Monocots
Breakwater	Buildings and structures
Oleksandr Shevchenko	1937 births, 2016 deaths, Ukrainian educators, Historians, Judges, Ukrainian politicians, Ukrainian scientists
Manuel Velázquez	1943 births, 2016 deaths, Spanish footballers, Sportspeople from Madrid
Rajesh Vivek	2016 deaths, 1949 births, Cardiovascular disease deaths in India, Deaths from myocardial infarction, Indian movie actors, Indian television actors, Actors from Uttar Pradesh
Lycra	Fibers, Woven fabrics
Thomas Newcomen	1664 births, 1729 deaths, British engineers, British inventors
Superphylum	Taxonomy
Chinese name	Names, Chinese language
Lennie Bluett	1919 births, 2016 deaths, American movie actors, American television actors, American dancers, Actors from Los Angeles, California, Singers from Los Angeles, California
Conrad Phillips	1925 births, 2016 deaths, Deaths from pneumonia, British movie actors, British television actors, British radio actors, Actors from London
Household	Everyday life, Economics
Eddie Robinson (baseball)	1920 births, Living people, Cleveland Indians players, Minnesota Twins players, Chicago White Sox players, New York Yankees players, Detroit Tigers players, Baltimore Orioles players, Sportspeople from Texas, Writers from Texas, People from Paris, Texas
TAP Portugal	Airlines of Europe, Portugal, Star Alliance, 1945 establishments in Europe, 20th century establishments in Portugal, IATA members
XTRA Airways	Airlines of the United States, 1987 establishments in the United States, Miami, Florida, 1980s establishments in Florida
Googleplex	Google, Mountain View, California, Buildings and structures in California
Rudolf Höss	1900 births, 1947 deaths, Colonels, Executed German people, Executed Nazis, German war criminals, Holocaust perpetrators, People executed by hanging, People from Baden-Württemberg, SS officers, Waffen-SS people
Bloons Tower Defense	Mobile games
Tower defense	Types of video games, Video game genres
Mel Tillis	1932 births, 2017 deaths, Deaths from sepsis, Deaths from respiratory failure, Disease-related deaths in Florida, American country musicians, American singer-songwriters, American guitarists, Singers from Florida, Writers from Tampa, Florida
Noreen Corcoran	1943 births, 2016 deaths, Actors from Los Angeles, California, Actors from Massachusetts, American child actors, American dancers, American movie actors, American pop singers, American television actors, Cardiovascular disease deaths in Los Angeles, Singers from California, Singers from Massachusetts
William Craig (philosopher)	1918 births, 2016 deaths, Naturalized citizens of the United States, German philosophers, American philosophers, American educators, People from Nuremberg
Abbey Simon	1922 births, 2019 deaths, American pianists, American educators, Musicians from New York City
Rudolf Haag	1922 births, 2016 deaths, German academics, German physicists, Theoretical physicists
Jean-Noël Rey	1949 births, 2016 deaths, Murders by firearm, Socialist politicians, Swiss politicians
Francisco X. Alarcón	1954 births, 2016 deaths, American educators, American poets, Gay men, LGBT people from Los Angeles, California, LGBT poets, Stanford University alumni
Carina Jaarnek	1962 births, 2016 deaths, Deaths from cerebral hemorrhage, Disease-related deaths in Sweden, Soul musicians, Swedish singers
Lawrence H. Cohn	1937 births, 2016 deaths, American educators, American Jews, American physicians, Cardiovascular disease deaths in Massachusetts, Deaths from stroke
Batch file	Computer programming
Demand forecasting	Business, Commerce, Economic theories
Aldebaran	Red giants
Tau Ceti	Stars
Oliver Jeffers	1977 births, Living people, British children's writers, People from Belfast, British illustrators
Blowfly (musician)	1939 births, 2016 deaths, African American comedians, African-American singers, American funk musicians, American hip hop musicians, American punk musicians, American R&B singers, American soul singers, American rap musicians from Georgia, American record producers, American funk singers, American rock singers, American singer-songwriters, American soul musicians, Cancer deaths in Florida, Comedians from Georgia (U.S. state), Deaths from liver cancer, Singers from Georgia (U.S. state)
Bob Harkey	1930 births, 2016 deaths, American racecar drivers, Sportspeople from Charlotte, North Carolina
Nazi eugenics	Eugenics, Nazism, Nazi Germany, The Holocaust
Bern Herbolsheimer	1948 births, 2016 deaths, Cancer deaths in the United States, American composers, American pianists, People from Great Falls, Montana, Musicians from Montana, Musicians from Seattle, Washington
Gottfried Honegger	1917 births, 2016 deaths, Swiss artists, Swiss educators, People from Zürich
Paris School of Business	1970s establishments in France, 1974 establishments in Europe, Colleges and universities in France, Paris, Rennes
Monster Strike	Mobile games, 2013 video games
Tobacco mosaic virus	Viruses, Diseases and disorders of plants
Business school	Schools, Colleges and universities, Types of educational institutions, Business
Martinair	1958 establishments in Europe, Airlines of Europe, Companies of the Netherlands, Transport in the Netherlands, 20th century establishments in the Netherlands
Close Encounters of the Third Kind	1977 movies, 1970s science fiction movies, American science fiction movies, English-language movies, Movies directed by Steven Spielberg, Columbia Pictures movies
Alcide De Gasperi	1881 births, 1954 deaths, Former MEPs, MEPs for Italy, Presidents of the European Parliament, Prime Ministers of Italy
Water tower	Water infrastructure
Notary	Law, Occupations
Gaheris	Arthurian legend, Fictional knights
S7 Airlines	1992 establishments in Russia, Airlines of Asia, Transport in Russia
