Judgment (law)	Law, Legal terms
Ali Brownlee	1959 births, 2016 deaths, Bankers, BBC radio presenters, Cancer deaths in England, Deaths from colorectal cancer, Disease-related deaths in Yorkshire, English radio personalities, People from Middlesbrough, English sports commentators, Sportspeople from Yorkshire
Fighton Simukonda	1958 births, 2016 deaths, African footballers, Deaths from diabetes, Football managers, Zambian sportspeople
Slobodan Santrač	1946 births, 2016 deaths, Deaths from myocardial infarction, Serbian football managers, Serbian footballers, Yugoslavian sportspeople
Patriarch Kirill of Moscow	1946 births, Living people, Christian religious leaders, People from Moscow
Burr–Hamilton duel	1804 in the United States, Violence, History of New Jersey, July events
Girls (TV series)	2012 American television series debuts, 2017 American television series endings, 2010s American drama television series, 2010s American sitcoms, 2010s comedy-drama television series, 2010s LGBT television series, American comedy-drama television series, American LGBT television programs, BAFTA Award winning programmes, Brooklyn in fiction, Emmy Award winning programs, Golden Globe Award winning programs, HBO television series, LGBT comedy television series, LGBT drama television series, Television series about friendship, Television series set in New York City, Works about cousins, English-language television programs
Brachial plexus	Nervous system
Triangle Marsh	Marin County, California, Geography of California, Wetlands
University of Tromsø	Education in Norway, Tromsø
Juramaia	Mammals, Fossils, Jurassic
Nishagandhi Puraskaram	Art awards, Kerala
Exsanguination	Blood disorders, Medical emergencies
Vanity (singer)	1959 births, 2016 deaths, Actors from Ontario, Canadian movie actors, R&B musicians, Canadian singer-songwriters, Canadian television actors, Deaths from renal failure, Disease-related deaths in California, Singers from Ontario
Seventh Amendment to the United States Constitution	Amendments to the United States Constitution
Eddie Barry	1919 births, 2016 deaths, Deaths from Alzheimer's disease, Disease-related deaths in Massachusetts, Boston Bruins players, Sportspeople from Massachusetts
Christopher Zeeman	1925 births, 2016 deaths, Deaths from respiratory failure, Japanese scientists, British mathematicians, People from Oxfordshire
Arnold Rüütel	1928 births, Living people, Presidents of Estonia
Zhu Rongji	1928 births, Living people, Premiers of the People's Republic of China
Bill Dana	1924 births, 2017 deaths, American movie actors, American television actors, American screenwriters, Actors from Massachusetts, Comedians from Massachusetts, Writers from Massachusetts
Annie Glenn	1920 births, 2020 deaths, Deaths from the COVID-19 pandemic in the United States, American civil rights activists, American centenarians, American philanthropists, People from Columbus, Ohio
Li Peng	1928 births, 2019 deaths, Premiers of the People's Republic of China, Communists
Intravenous therapy	Medical equipment, Medical procedures, Drug paraphernalia
The Selfish Gene	Biology books, Evolutionary biology, 1976 books
Miss Israel	Beauty pageants, Israeli culture
Panzerchrist	Danish musicians, Death metal bands
Native American flute	Musical instruments, Flutes, Native American
Politburo of the Communist Party of China	Politics of the People's Republic of China
State Council of China	Politics of the People's Republic of China
National People's Congress	Politics of the People's Republic of China, National legislatures
Laser pointer	Light, Machines
Hu Chunhua	1963 births, Living people, Chinese communists, Chinese politicians, Communist politicians
Upsala-Lenna Jernväg	Rail transport in Europe, Transport in Sweden
Corazón que miente	Telenovelas by Televisa, Mexican television series, 2010s television series, 2016 television series debuts, 2010s establishments in Mexico
Sun Zhengcai	1963 births, Living people, Chinese communists, Chinese politicians, Communist politicians
Undue burden standard	Legal terms, United States Constitution
Castillo-Albaráñez	Municipalities in Castile-La Mancha
Castillo de Garcimuñoz	Municipalities in Castile-La Mancha
El Oasis	Settlements in Chihuahua
February 2016 Ankara bombing	2016 in Turkey, 2010s explosions in Asia, 2010s murders in Asia, Ankara, Car and truck bombings in Asia, Crime in Turkey, Explosions in 2016, February 2016 events, Mass murder in 2016, Mass murder in Asia, Suicide bombings in Asia, Suicide bombings in the 2010s, Suicide car and truck bombings, Terrorist incidents in 2016, Terrorist incidents in Asia in the 2010s
April Winchell	1960 births, Living people, Actors from New York City, American radio personalities, American television actors, American voice actors, Comedians from New York City
Bursitis	Diseases
Mohamed Hassanein Heikal	1923 births, 2016 deaths, Deaths from renal failure, Egyptian journalists, People from Cairo
Akbar Kakkattil	1954 births, 2016 deaths, Deaths from lung cancer, Indian writers, People from Kerala
Andrzej Żuławski	1940 births, 2016 deaths, Deaths from pancreatic cancer, Cancer deaths in Poland, Polish movie directors, Polish writers
Mies Bouwman	1929 births, 2018 deaths, Deaths from cardiomyopathy, Dutch television presenters, People from Amsterdam
Ludwig (surname)	Given names
Casas de Haro	Municipalities in Castile-La Mancha
Casas de los Pinos	Municipalities in Castile-La Mancha
Casas de Guijarro	Municipalities in Castile-La Mancha
Casas de Garcimolina	Municipalities in Castile-La Mancha
Casas de Fernando Alonso	Municipalities in Castile-La Mancha
Casas de Benítez	Municipalities in Castile-La Mancha
Yacouba Sawadogo	20th century births, Living people, Agriculture, Burkinabé people, Year of birth missing (living people)
Zaï	Agriculture
Jury trial	Legal terms, Trials
Lacrimal bone	Bones of the skull
Chief Mouser to the Cabinet Office	Chief Mouser, Politics of the United Kingdom, 1515 establishments, 1510s establishments in England
Civil law (common law)	Law
CBGB	1973 establishments in New York (state), 2006 disestablishments in the United States, 2000s disestablishments in New York (state), Entertainment venues, Buildings and structures in Manhattan, National Register of Historic Places
2015–16 UEFA Champions League – Group stage	UEFA Champions League, 2015 in association football
Wilberforce (cat)	1970s births, 1988 deaths, Individual cats
Delegate	Politics
Glenwood, Illinois	Villages in Illinois, Settlements in Cook County, Illinois, Suburbs of Chicago, Illinois, 1903 establishments in the United States, 1900s establishments in Illinois
Pareidolia	Psychology
Gillette, Wyoming	Cities in Wyoming, County seats in Wyoming
Charles Caldwell Ryrie	1925 births, 2016 deaths, American theologians, Deaths from pneumonia, Writers from Illinois, Writers from St. Louis, Missouri
Abdul Rashid Khan	1908 births, 2016 deaths, Deaths from multiple organ failure, Centenarians, Indian musicians, Indian singers
Alexander Gutman	1945 births, 2016 deaths, Deaths from heart failure, Jewish screenwriters, Russian Jews, Russian movie directors, Russian screenwriters, Soviet Jews, Writers from Saint Petersburg
Axillary nerve	Nervous system
Triceps brachii muscle	Muscles, Limbs and extremities
A Touch of Class (band)	German musical groups
List of castles and fortresses in Azerbaijan	Castles, Buildings and structures in Azerbaijan, Lists of buildings, Azerbaijan-related lists
Civil War Journal	1993 American television series debuts, 1998 American television series endings
Roaring Spring, Pennsylvania	Boroughs in Pennsylvania
Roaring Spring, Kentucky	Unincorporated communities in Kentucky, Trigg County, Kentucky
Tensor	Linear algebra, Geometry
La Paz, Honduras	Settlements in Honduras, 1792 establishments, 1790s establishments in North America
Kenton County, Kentucky	Kenton County, Kentucky, 1840s establishments in Kentucky, 1840 establishments in the United States
Trigg County, Kentucky	Trigg County, Kentucky, 1820 establishments in Kentucky
Harlan County, Kentucky	Harlan County, Kentucky, 1810s establishments in Kentucky, 1819 establishments in the United States
BBC Choice	BBC television channels, 2003 disestablishments in the United Kingdom
System of Rice Intensification	1983 establishments, Rice, Agriculture
Toulouse School of Economics	Colleges and universities in France, Toulouse, 2006 establishments in France
Jasmine Tookes	Models from California, 1991 births, Living people
Paavo Nurmi	1897 births, 1973 deaths, Competitors in athletics, Finnish Olympic silver medalists, Olympic gold medalists, Turku
Co-dependency	Psychiatry
Hardin, Ohio	Unincorporated communities in Ohio
Ravensbrück concentration camp	1939 establishments, 1930s establishments in Germany, Nazi concentration camps in Germany
Pantelis Pantelidis	1983 births, 2016 deaths, Road accident deaths, Greek singers, People from Athens
Belinda Nash	1946 births, 2016 deaths, Cancer deaths in Virginia, Naturalized citizens of the United States, American historians, Canadian people
Claude Jeancolas	1949 births, 2016 deaths, Cancer deaths in France, French writers, French historians, French journalists
Displacement (ship)	Ships
Tamerlan Aguzarov	1963 births, 2016 deaths, Deaths from pneumonia, Russian politicians, Civil servants
Bill Daily	1927 births, 2018 deaths, American movie actors, American television actors, American voice actors, Actors from Des Moines, Iowa, Actors from Chicago
Aleksey Batalov	1928 births, 2017 deaths, Accidental deaths from falls, Russian movie actors
The Dream Makers II	Singapore, Chinese language, 2015 television series debuts, Drama television series, 2015 establishments in Asia, 2010s establishments in Singapore
Comberton	Villages in Cambridgeshire, Civil parishes in Cambridgeshire
Gamemaster	Role-playing games
Thomas Bailey Aldrich	1836 births, 1907 deaths, People from Portsmouth, New Hampshire, American poets, Writers from New Hampshire, American editors
